,media-pos0,media-pos1,media-pos2,media-pos3,media-pos4,media-pos5,media-pos6,media-pos7,std-pos0,std-pos1,std-pos2,std-pos3,std-pos4,std-pos5,std-pos6,std-pos7,75-pos0,75-pos1,75-pos2,75-pos3,75-pos4,75-pos5,75-pos6,75-pos7,max-pos0,max-pos1,max-pos2,max-pos3,max-pos4,max-pos5,max-pos6,max-pos7,Target,Position_right,Position_top
Cheez-100_50-right-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cheez,1,0
Cheez-100_50-right-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cheez,1,0
Cheez-100_50-right-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cheez,1,0
Cheez-100_50-right-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cheez,1,0
Cheez-100_50-right-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cheez,1,0
Cheez-100_50-top-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cheez,0,1
Cheez-100_50-top-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cheez,0,1
Cheez-100_50-top-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cheez,0,1
Cheez-100_50-top-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cheez,0,1
Cheez-100_50-top-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cheez,0,1
Cheez-100_50-top-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cheez,0,1
Cheez-100_50-top-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cheez,0,1
Cheez-100_50-top-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cheez,0,1
Cheez-100_50-top-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cheez,0,1
Cheez-100_50-top-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cheez,0,1
Cheez-100_814-right-0,-18.0,4.72,-17.73,5.87,-18.155,6.62,1.1225,0.75,10.538389066184436,8.258153106586802,10.871641157324538,9.728551371064846,9.784698555118364,13.007443405984846,0.8510608152642176,0.7026623199230189,-2.75,11.25,-1.75,16.0,-4.0,14.0,1.0,1.0,7.0,34.0,8.0,42.0,3.0,72.0,5.0,6.0,Cheez,1,0
Cheez-100_814-right-1,-17.3725,5.4,-17.5675,7.9425,-17.8425,10.0475,1.0975,0.725,11.392683038557792,12.755459787321136,11.063292224156989,16.09166080984334,10.383266553006251,20.30704764879725,0.8659494333115699,0.600229697051936,-1.75,6.0,-0.75,14.0,-3.0,17.0,1.0,1.0,9.0,66.0,4.0,85.0,4.0,86.0,5.0,6.0,Cheez,1,0
Cheez-100_814-right-2,-17.735,5.0975,-18.1,7.5975,-17.875,9.5275,1.0725,0.7525,11.002837410309034,10.6367685818891,10.274185964985566,13.757130527507423,10.642958065828195,19.284812774807865,0.8117209972913175,0.6981850800576037,-4.0,10.0,-4.0,16.25,-3.0,18.0,1.0,1.0,7.0,56.0,4.0,66.0,5.0,87.0,5.0,6.0,Cheez,1,0
Cheez-100_814-right-3,-17.4875,6.6825,-17.5775,8.365,-17.945,9.7275,1.0875,0.68,11.182014011051823,14.144853691887771,11.096703827695771,16.379330914387353,10.235667894334437,20.12276217729853,0.8133249619520694,0.6883200281503383,-2.75,11.0,-2.25,17.0,-4.0,16.0,1.0,1.0,8.0,71.0,7.0,85.0,4.0,86.0,5.0,6.0,Cheez,1,0
Cheez-100_814-right-4,-17.325,8.35,-17.5375,8.8725,-17.8725,10.15,1.1075,0.69,11.287510564196271,17.337068230733088,11.06954972334896,17.007774832761253,10.348379881189873,21.060064477334105,0.9154446171767037,0.6745647441016812,-4.25,13.25,-1.0,18.25,-4.0,16.0,1.0,1.0,6.0,83.0,5.0,85.0,4.0,86.0,5.0,6.0,Cheez,1,0
Cheez-100_814-right-5,-17.735,5.6875,-17.935,8.04,-17.8625,8.9025,1.065,0.7075,11.009896436791482,10.798442464037247,10.672184115000203,14.435003405204718,10.332982146995406,18.865916377209977,0.7824996897194428,0.6731095312820596,-4.25,12.0,-4.0,19.25,-4.0,15.0,1.0,1.0,8.0,52.0,3.0,71.0,4.0,86.0,5.0,6.0,Cheez,1,0
Cheez-100_814-right-6,-17.54,7.02,-17.6175,9.1025,-17.6675,10.27,1.12,0.8125,11.407837081023178,14.51400153649934,11.028384146928827,17.789692990373013,10.69757163318468,21.39981261483082,0.9395781061433159,1.009897759037653,-1.0,12.0,-3.0,17.0,-3.0,16.0,1.0,1.0,6.0,71.0,4.0,85.0,5.0,87.0,5.0,9.0,Cheez,1,0
Cheez-100_814-right-7,-17.5375,6.4925,-17.9475,9.94,-17.935,9.4225,1.0975,0.7675,11.320732804375833,12.952000987258158,10.305836667809126,18.373086997413825,10.200534410296392,19.974269005542325,0.842477400543219,0.8748469253858833,-2.75,13.0,-3.0,21.0,-4.0,14.0,1.0,1.0,8.0,60.0,4.0,85.0,4.0,86.0,5.0,6.0,Cheez,1,0
Cheez-100_814-right-8,-17.365,6.815,-17.7525,8.6125,-18.2225,9.69,1.095,0.73,11.283175533745458,13.775346654026388,10.797114798404385,15.547238833257346,10.166927253326628,20.20121587447211,0.8140218540969106,0.6309478885734064,-1.0,12.0,-2.0,20.0,-5.0,16.0,1.0,1.0,8.0,66.0,4.0,74.0,4.0,86.0,5.0,6.0,Cheez,1,0
Cheez-100_814-right-9,-17.62,7.4625,-17.675,8.8,-17.9,9.3025,1.045,0.7775,11.429443575744514,15.2850474463966,10.899144617054015,16.63555994358447,10.334990569670962,19.741715530323177,0.7343863480966129,0.7512687680882003,-0.75,13.25,-4.5,19.0,-4.0,15.0,1.0,1.0,7.0,75.0,4.0,84.0,4.0,86.0,6.0,6.0,Cheez,1,0
Cheez-100_814-top-0,-17.2325,5.0425,-17.455,6.02,-17.5025,11.63,1.1725,0.775,11.107740476633388,12.917152387989232,11.215947069760926,12.756033512712483,10.753794865535912,22.603548416178157,1.0490447976462534,0.7555143976209387,0.0,4.0,-2.5,9.0,-2.0,21.0,1.0,1.0,7.0,64.0,7.0,66.0,5.0,86.0,5.0,6.0,Cheez,0,1
Cheez-100_814-top-1,-17.44,7.045,-17.7625,8.9075,-17.5725,10.3875,1.155,0.765,10.846682733250328,14.190715839593857,10.595837540419204,16.42355859557714,10.638735850713354,21.451404397534475,0.9608762709215201,0.8132825901423025,-1.75,13.25,-4.0,19.25,-2.0,16.0,1.0,1.0,8.0,66.0,6.0,78.0,5.0,86.0,5.0,6.0,Cheez,0,1
Cheez-100_814-top-2,-17.5275,7.36,-17.925,8.955,-17.545,10.7825,1.115,0.78,10.662479304189963,14.61263915443207,10.686903187985443,17.038743261456343,10.630403977356913,22.1765572842687,0.8710176113018586,0.8564073703325391,-2.0,13.25,-3.0,17.25,-2.75,16.0,1.0,1.0,7.0,66.0,7.0,82.0,4.0,86.0,5.0,6.0,Cheez,0,1
Cheez-100_814-top-3,-17.7075,8.13,-17.79,9.235,-17.62,10.5475,1.0725,0.795,10.528250276504307,16.704661453789363,10.572859755455084,18.080709475511302,10.54507451330853,21.542933614570877,0.8420310509279445,0.6922231810123267,-4.0,14.0,-5.0,16.25,-2.75,17.0,1.0,1.0,5.0,80.0,6.0,85.0,4.0,87.0,5.0,6.0,Cheez,0,1
Cheez-100_814-top-4,-17.43,6.8875,-17.7225,10.49,-17.6025,11.2275,1.145,0.7925,10.88560245701321,14.526437526731849,10.370842767068112,20.263796624376333,10.639666348152009,22.519515207102273,0.9198316289212466,0.6968915946808686,-2.0,11.0,-4.0,20.0,-3.5,18.0,1.0,1.0,8.0,67.0,4.0,86.0,4.0,86.0,5.0,6.0,Cheez,0,1
Cheez-100_814-top-5,-17.5575,7.1525,-17.89,10.4225,-17.5725,11.1725,1.0375,0.785,10.62374008452109,14.375879399928962,10.267250902883253,19.683307018587463,10.619636785863234,22.740064205057102,0.6944778605159916,0.5913113585980045,-4.0,11.25,-6.0,20.25,-2.0,17.0,1.0,1.0,6.0,65.0,4.0,86.0,4.0,86.0,5.0,6.0,Cheez,0,1
Cheez-100_814-top-6,-17.4225,5.7875,-17.9275,10.29,-17.64,11.805,1.2175,0.57,10.882558013734846,11.84665360996031,10.741307320684644,20.66527362109163,10.596041252541625,23.33974795464731,0.9938123098795753,0.7009481584268611,-3.25,9.25,-4.0,18.0,-3.0,19.0,1.0,1.0,6.0,54.0,6.0,86.0,5.0,87.0,5.0,6.0,Cheez,0,1
Cheez-100_814-top-7,-17.2825,6.1275,-17.6925,7.475,-17.495,10.8625,1.135,0.5125,11.092127025728114,13.620574285236678,10.573193690273069,13.383653479193509,10.75542527900839,22.150399414809325,0.9267806136105812,0.6448902686865551,-1.0,9.0,-4.0,16.0,-2.0,17.0,1.0,1.0,7.0,67.0,5.0,62.0,4.0,86.0,5.0,6.0,Cheez,0,1
Cheez-100_814-top-8,-17.445,7.3725,-17.3675,8.7525,-17.6475,10.5275,1.095,0.4575,10.832373969473982,15.008393432795645,10.925238938561504,17.56352576629644,10.5547026542817,21.662580923812058,0.8932916236101369,0.7031570411802784,-3.75,13.0,-3.0,16.0,-2.75,16.0,1.0,1.0,6.0,71.0,3.0,88.0,4.0,87.0,5.0,5.0,Cheez,0,1
Cheez-100_814-top-9,-17.42,6.845,-17.4325,9.7025,-17.5875,11.45,1.135,0.495,10.902787576686789,14.077870616778439,10.641595398791427,19.38940086528677,10.61385786115216,22.790150886811038,0.9213561977366636,0.7657944259113478,-3.25,12.0,-4.0,17.0,-4.5,18.0,1.0,1.0,6.0,65.0,5.0,85.0,4.0,86.0,5.0,6.0,Cheez,0,1
Cheez-150_432-right-0,-15.3775,4.3525,-15.13,6.405,-16.1175,8.0725,1.005,0.11,11.366749810439805,5.619358212179775,12.109694949892335,8.572028592198203,10.30067733860669,10.101849442324363,0.5923277220642399,0.6993731529144841,-1.0,11.0,0.0,16.0,-3.0,21.0,1.0,0.0,2.0,14.0,3.0,20.0,-1.0,22.0,5.0,5.0,Cheez,1,0
Cheez-150_432-right-1,-15.265,6.8675,-15.1575,8.795,-16.12,6.51,0.99,0.05,11.340471362638175,8.79507402286471,12.037439246327365,11.614439850142643,9.915462217034786,8.159125462989373,0.5618622812199149,0.47756693294091723,-2.0,17.25,0.0,23.0,-4.0,17.0,1.0,0.0,1.0,22.0,1.0,27.0,-2.0,19.0,5.0,5.0,Cheez,1,0
Cheez-150_432-right-2,-14.705,6.84,-14.8975,10.105,-16.2075,6.1425,0.9425,0.095,11.878371701782768,8.835698836811765,11.918982721810101,12.838068976197054,9.745608547695308,7.671984235206884,0.4524439344100673,0.6686499321988869,0.0,18.0,0.0,26.0,-4.0,16.0,1.0,0.0,2.0,21.0,1.0,28.0,-2.0,17.0,5.0,5.0,Cheez,1,0
Cheez-150_432-right-3,-14.715,6.8475,-15.3375,9.5475,-16.15,6.1325,1.0025,0.0775,11.611021252944989,8.968015779287182,12.24964195681556,12.401703486756704,9.84911227123177,7.684893474817887,0.6508092128872701,0.585106506595296,0.0,17.0,0.0,24.0,-4.0,16.0,1.0,0.0,2.0,22.0,2.0,29.0,-2.0,17.0,5.0,5.0,Cheez,1,0
Cheez-150_432-right-4,-14.6825,7.0825,-15.175,9.9675,-16.4275,6.1125,0.975,0.075,11.674219985964887,9.235199837583357,12.172501776493874,12.953993926454364,9.847699564710114,7.633512956046206,0.38697464184825314,0.5746307520948821,0.0,19.0,0.0,26.0,-4.0,16.0,1.0,0.0,1.0,24.0,2.0,29.0,-3.0,17.0,5.0,5.0,Cheez,1,0
Cheez-150_432-right-5,-15.14,7.9525,-14.9075,8.9425,-16.2675,6.54,0.975,0.09,11.225883088996632,10.202965009616985,12.028743509862766,12.035419479816136,9.764954151143463,8.188163105214372,0.479530890232023,0.6425981098844514,-1.0,21.0,0.0,24.0,-4.0,17.0,1.0,0.0,3.0,24.0,3.0,26.0,-2.0,18.0,5.0,5.0,Cheez,1,0
Cheez-150_432-right-6,-15.125,6.8325,-15.205,8.455,-16.03,6.515,0.985,0.08,11.539596210515963,8.78991468961028,12.131194900928357,10.997970876871864,10.255585922145897,8.168020960798268,0.5152073334990761,0.6037476941533539,-1.0,18.0,0.0,22.0,-3.0,17.0,1.0,0.0,3.0,23.0,2.0,25.0,-2.0,19.0,5.0,5.0,Cheez,1,0
Cheez-150_432-right-7,-14.9,6.7825,-15.15,9.5125,-16.035,6.165,0.9825,0.0375,11.435555510099205,8.772547390541614,11.842851549862493,12.430855125367259,10.346322582320946,7.700065097534318,0.4666241477228703,0.3827007966406316,-1.0,18.0,0.0,25.0,-3.0,16.0,1.0,0.0,1.0,21.0,1.0,29.0,-2.0,18.0,5.0,5.0,Cheez,1,0
Cheez-150_432-right-8,-15.51,8.3525,-15.085,9.62,-16.125,6.17,0.97,0.0375,10.78125636100934,10.842839187875754,12.099121739496956,12.574812713792888,9.893131968713242,7.696700461560572,0.4844447510211882,0.4319260936502205,-3.0,20.0,0.0,24.0,-4.0,16.0,1.0,0.0,3.0,29.0,3.0,29.0,-2.0,17.0,5.0,5.0,Cheez,1,0
Cheez-150_432-right-9,-15.0825,7.325,-15.1125,9.485,-16.1075,6.205,1.005,0.0725,11.368544465240259,9.461139355000363,12.038153371322322,12.24355080607141,9.89625096731179,7.7561827548942555,0.5105159805687153,0.5727686354667454,-1.0,19.0,0.0,25.0,-4.0,16.0,1.0,0.0,2.0,24.0,2.0,27.0,-2.0,17.0,5.0,5.0,Cheez,1,0
Cheez-150_432-top-0,-15.555,4.5525,-14.895,10.14,-16.1875,5.63,0.9275,0.05,10.434998706036694,5.925793729815506,11.804122936319267,13.216166905316145,9.654032556995487,6.987859145589321,0.3428375620975079,0.4775669329409174,-2.0,12.0,0.0,26.0,-4.0,14.0,1.0,0.0,1.0,15.0,0.0,30.0,-2.0,18.0,5.0,5.0,Cheez,0,1
Cheez-150_432-top-1,-16.4275,5.6625,-15.0025,9.37,-15.795,5.8875,0.9625,0.0125,9.421340025159587,7.3244599140538655,11.424262698112654,11.999711775987269,10.142245207280896,7.355617344335578,0.5804619627723807,0.2060336736718462,-5.0,14.25,-1.0,24.0,-3.0,15.0,1.0,0.0,1.0,18.0,0.0,27.0,0.0,17.0,5.0,4.0,Cheez,0,1
Cheez-150_432-top-2,-15.515,5.7825,-14.7425,9.3725,-15.945,6.0775,0.96,0.035,10.398080360718966,7.386582277641102,11.671836752754736,11.955378347361924,9.936236560815239,7.523163478338431,0.37248740538160663,0.3522573108291462,-3.0,14.0,0.0,24.0,-4.0,15.25,1.0,0.0,0.0,21.0,0.0,27.0,-1.0,17.0,5.0,4.0,Cheez,0,1
Cheez-150_432-top-3,-15.3975,5.8725,-14.8375,11.2075,-16.7725,5.9125,0.9775,0.0625,10.824621231804398,7.594104278945481,11.747813479702724,14.392787240885736,8.91175021979128,7.330018190063852,0.5316958728945838,0.509157985930292,-2.0,15.0,0.0,30.0,-6.0,15.0,1.0,0.0,1.0,19.0,1.0,32.0,-2.0,18.0,5.0,5.0,Cheez,0,1
